stemming,sentiment_label
apllications stuck starbuck logo minutes open uninstall reinstalling jot solve problem think way hold customers earning points good job,negative
app version installed phone still stuck opening screen minutes totally make payment app since nov ive deposit ecard use store lol,positive
open apps,negative
produk mahal aplikasi sampah duit dalem tidakbisa buka,negative
fix app,negative
load android since yesterday frustasting want purchase check rewards,positive
app keeps stuck opening logo even proceed menu,negative
aplication responding use money still,negative
starbuck reward apps use last day indonesia,positive
open starbucks app stuck logo,negative
nambah reward offline,positive
omg open,negative
appnya ssudah baik sentidakja banget kecewa,negative
fail load since yesterday please fix,negative
open app hell going,negative
open app today stopped first landing page thats itno menusno picturesno promosnothingplease fix,negative
stuck open,negative
open app please fix,positive
gimana sih aplikasi gk buka tolong developer nya kembaliin aplikasi udh top aplikasi gk buka jarintidakn internet ku kenceng,positive
first app working normally seem open app always stuck splash screen supposed use card even open app,negative
days aplication,negative
open,negative
log,negative
please application opened phoneand tried another phonesits whats going glad let know fix asap,positive
maintenance krn tidakbisa masuk stuck tampil logo starbucks gede mohon cek thanks,positive
get inside app stuck waiting long said starbucks rewards,positive
im stuck first loading screen already try unistall twice,negative
app wont open loading use balance juat find another coffee shop guess,negative
error tidakbisa buka,negative
starbucks card nya ssudah ntidak pake jg ntidak pake duit masuk ntidak pake bayang bank ssudah ojk starbucks usaha loh emang sistem fintech nya blom siapmemadai tolong jual,negative
much error screen stuck starbucks logo enter inside apps,negative
can not open app since updated latest version,negative
hi app unable even enter menu,negative
worst app wont open need make payment embarrassing experience nov 3rd thing happened atidakin login takes long eventually paid using credit card couldnt use reward lost points purchase,negative
eror tangtidakl november november eror baik buang starbuck,negative
stuck starbucks logo loading screen previously problem can not use apps,negative
yo happen last update keep showing logo screen nothing,negative
kadang lot buka ap nyatolong baik atidakr antri entidak macet,negative
app got stuck front page ive tried rebooting reinstalling nothing happened,negative
laggy,negative
fixyourapp error open happens often,negative
wont open edit access hours 2nd edit tumbler day open need itapieoples money,negative
even open app keeps loading,negative
excellent,positive
aplikasi responshipdan user friendly bugs sistem aplikasinyadan maps tampil gerai starbucks akurat titik lengkap gerai ny tolong baik sistem backhand fronthand nya kasih bintang dlu,positive
app daftar hartidak makan minum ya serta promo minum hartidaknya ukur aja grande tall,negative
can not open app busy hours,negative
update didnt recieve otapi code even said put email password wrong,negative
really functional app try sign really stupid finishing inputs click sign button doesnt work also doesnt tell whats wrong tidakrbage,negative
loading atidakin,negative
ui great,positive
stuck starbucks logo atidakin,negative
get made acc long time ago complicated reset application web,negative
complicated difficult sign said failed sign email phone number already registered must change email phone number twice result still failed sign,negative
times wont load,negative
nice discount,positive
slow,negative
need line really apps wasting money time,negative
stuck loading screen bikin apps bugs mulu rip devs,negative
login account updated please fix bring physical card able use store,positive
submit email password get apps,negative
starbucks indonesia wassup online systemwe even claim free drink rewarded us apps pos system claims downoffline often visit storei sure customer complaining,positive
worst user interface ever,negative
topup destination bank responding please try atidakin also add bsi bank option,positive
stuck loading screen,negative
sign use appwhen sign read long list things,negative
aplikasi opooo iki sign tau isok,negative
aplikasi jelek milih menu pilih resto nunjuknya resto jkt pdhl semarang,negative
nearby store available jakarta can not claim reward buy others app eg grab gojek,negative
starbucks help repeat signup process forget dont know email fill correct one notification inbox registration nothing solve problem phone number already registeted email correct login process option login phone number think option make user easier take login process forgot email,positive
major update tidakngguan sampe bulan usaha kelas map hire org bagus sih major update aja tidakngguan minggu worsening tidakbisa nambah poin,negative
store detected,negative
slow app used good,positive
tidakbisa buka,negative
uiux needs improvement pretty confusing,positive
otapi omg uninstall,negative
regnya error2 mulu sekali rewardnya ntidak dpt free coffee kya,positive
