review_description,translated_text,sentiment
"Sudah punya member card, ketika klik join now dan proses registrasi dan klik sign in, muncul notifikasi phone/email sudah pernah teregistrasi. Tapi begitu coba sign in pakai email gak bisa. Coba fitur forgot password tapi gak ada email yang terkirim. Terus aku kudu pie min? Sorry sementara bintang 1","Sudah punya kartu anggota, ketika klik bergabung sekarang dan prosa registrasi dan klik tanda di, muncul notifisiti telepon/email sudah pernah teregistrasi. Tapi begitu coba tanda di pakai email gak bisa. Coba fitur lupa password Tapi gak ada email Yang terkirim. Terus aku kudu pie min? Maaf sementara bintang 1",negative
I could not update my phone number using iPhone SE. Could you fix the UI in profile page for older phone’s display ? The update button covered by onscreen keyboard. I can’t click on the button.,Saya tidak bisa memperbarui nomor telepon saya dengan menggunakan iPhone SE. Bisakah Anda memperbaiki UI di halaman profil untuk tampilan telepon lebih tua? Tombol pemutakhiran yang ditutupi oleh papan ketik layar. Aku tak bisa mengklik tombolnya.,negative
"top up sbux card 100k via virtual account app starbucks id, ke mbanking masukin VA klik send pas keluar invoice suksesnya malah ke topup 1juta. Whyyy ? Masalahnya di bca pas konfirmasi ga ada info nominal topupnya. Ini modus marketing terbaru ya ?","top up sbux card 100k via virtual account app starbucks id, ke mbanking masukin VA klik send pas keluar invoice suksesnya mala ke topup 1juta. Kenapa? Masalahnya di bca pas konfirmasi ga ada info nominal topupnya. Ini modus marketing terbaru ya?",positive
Ga dapet2,Ga dapet2,negative
I dont know what to say. App failed to sign up.,Aku tidak tahu harus berkata apa. App gagal mendaftar.,negative
Can’t top up fron application. “First and last names only allow letters and apaces. Please update your first name or last name first.” But I can’t edit my name.,Tidak dapat top up aplikasi fron. Pertama-tama dan terakhir hanya mengizinkan surat-surat dan apaces. Tolong perbarui nama depanmu atau nama belakangmu dulu.,positive
pake referral code ANGELAV-5D74F4 ketika register untuk dapat 50% off yaa :D,pake referral code ANGELAV-5D74F4 ketika register untuk dapat 50% off yaa :D,positive
Terrible apps,Aplikasi mengerikan,negative
Kecewaaaaa BRI VA malah dihapus,Kecewaaaaa BRI VA malah dihapus,negative
Silahkan masukkan kode referral ini jika ingin dapat reward 50% . RIZKIDWIA-B9C177,Silahkan masukkan kode referral ini jika ingin dapat reward 50%. RIZKIDWIA-B9C177,positive
MARYAR-5A4713 : Referral code untuk dapat  diskon 50%. Silahkan dipakai semoga berguna. 😊 Kode referral : MARYAR-5A4713,"Font color = ""# 404040"" MARYAR-5A4713: kode referensi untuk dapat diskon 50%. Silahkan dipakai semoga berguna. ▪ Kode referral: MARYAR-5A4713",negative
Aplikasi asw,Alikasi aw buruk,negative
"Setelah update, waktunmau lihat history transaksi g muncul sll no history di situ, dan aplikasi jdi lebih berat dan lama waktu awal dibuka","Update Setelah, waktunmau lihat history transaksi g muncul sll no history di situ, and aplicikansi jdi lebih berat dan lama waktu awal dibuka",negative
"While using this app to top up the card, there is no va number appear in transaction. And give a notif “fill no telp”?? Any suggestion for this problem?","Sementara menggunakan aplikasi ini untuk top up kartu, tidak ada va nomor muncul dalam transaksi. Dan tidak memberikan apa-apa? Ada saran untuk masalah ini?",positive
"Daftar udah benar, masukin no hp, email, pass dst. Pas mau sign up isi email trus isi pass malah invalid username & pass. Trus klik forget password, ketikin emailnya malah ga masuk2 k email. Ulang join now lagi, masukin no hp, eh nomor nya udah ke daftar. Duh ribet! Gimana penyelesaian nya nih? Jadi ga guna kartu starbuck nya.","Daftar udah benar, maluin no hp, email, pass dst. Pas mau sign up isi email trus isi pass malah invalid username & pass. Trus klik lupa kata sandi, ketikin emailnya malah ga masuk2 k email. Ulang bergabung sekarang lagi, maluin no hp, eh nomor nya udah ke ladalar. Duh daging iga! Gimana penyelesa nya nih? Jadi ga guna kartu starbuck nya. buruk",negative
"Hari ini saya top up ViA VA BCA di aplokasi tidak terupdate, gimana mau bayar di kasir.. bikin malu saya ini. Gimana sih ini aplikasi?","Hari inii saya top up ViA VA BCA di amplokusi tidak terupdate, gimana mau bayar di kasir.. bikin malu saya ini. Gimana sih ini aplicasi?",positive
"ini kenapa starbucks app akhir akhir ini loading lama banget, bukan sekedar lama tapi lama bangeetttttt tolong para developer perbaiki nih app soalnya ganggu banget kalo super lambat gini","ini kenapa starbucks app akhir achir akhir ini loading lama banget, bukan sekdar lama tapa lama bangeettt tolong para pengembang perbaiki nih app sonyaal ganggu banget kalo super lambat gini",positive
Join dibilang email sudah ada. Sign in dblg salah pssword. Pake forgot password tapi gak masuk-masuk email. Ada solusi lain kah???,Gabungkan dibilang email sudah ada. Tanda tangan di dblg salah pssword. Pake lupa password Tapi gak masuk-Masuk email. Ada solusi Iain kah??,negative
Use my referral code : NOVIAM-43DF45,Gunakan kode referensi saya: NOVIAM-43DF45,negative
"When i updated my phone number and input fav beverage, the keyboard keep showed up and i can not press update button..","Ketika saya memperbarui nomor telepon saya dan masukan minuman fav, keyboard terus muncul dan saya tidak bisa menekan tombol update..",positive
Big company but the app developed so poorly. UX and UI are so terrible. Do not automatically close my keyboard when finished using it cause me not to be able to press the “update” button. What a trash of an app.,Perusahaan besar tapi aplikasinya berkembang sangat buruk. UX dan UI sangat mengerikan. Jangan secara otomatis menutup keyboard saya ketika selesai menggunakannya menyebabkan saya tidak dapat menekan tombol åupdate. Apa sampah aplikasi.,negative
"Sebelumnya sangat terganggu dgn old card yg menempel di dlm applikasi, krn old cardnya pun udah kemana tau, setelah update Appsnya baru2 ini, ternyata sudah bs di manage dgn remove old card. Keren! Sepertinya starbucks ckup mendengarkan cust🔥 dan saya lihat setiap org yg ke starbucks pasti hanya menggunakan Apps tanpa membaca fisik kartu, jujurly sangat memudahkan!🤩🤩🤩🤩 semoga Apps ini kedepannya bs jauh jauh lbh baik dan stable lg dr segi signal dll, atau mungkin ada terobosan baru, we are waiting that as a customers, good job!💙","Sebelumnya sangat terganggu dgn kartu lama yg menempel di dlm applikasi, krn kartu tua itu pun udah kemana tau, setelah perbarui Appsnya baru2 ini, ternyata sudah di mana dgn menghapus kartu lama. Keren! Sepertinya starbucks ckup mendengarkan custéng dan saya lihat seteap org yg ke starbucks pasti hanya mengunakan Apps tanpa membaca fisik kartu, jurly singat medahkan! Kami sedang menunggu bahwa sebagai pelanggan, pekerjaan yang baik!",negative
If I choose to enter my favorite beverage in my profile I cannot save the changes. Pressing “Next” in the keyboard doesn’t do anything and the keyboard itself doesn’t go away,Jika saya memilih untuk memasukkan minuman favorit saya dalam profil saya saya saya tidak dapat menyimpan perubahan. Menekan tombol keyboard berikutnya tidak melakukan apa-apa dan keyboard itu sendiri tidak pergi,negative
Love this app! Easy to use & it's help me to know what promo is on every month. Awesome!!,Aku suka aplikasi ini! Mudah untuk menggunakan & itu membantu saya untuk mengetahui apa promo pada setiap bulan. Keren!!,negative
I cannot top up my card and basically everything went south after update. Such a shame.,Aku tidak bisa memperbaiki kartuku dan pada dasarnya semuanya pergi ke selatan setelah update. Sayang sekali.,negative
"the internet connection still stable but when i open the appss, still connecting that was horrible when i want to pay my bills! Please fix the bugs asap","koneksi internet masih stabil tapi ketika saya membuka aplikasi, masih menghubungkan yang mengerikan ketika saya ingin membayar tagihan saya! Tolong perbaiki bugs secepatnya.",negative
For real.,Sungguh.,negative
Katanya udah dikirim ke email codeny tapi ditunggu” sampe tahun jebot ga muncul”,Katanya udah dikitim ke email codeny taki ditunggué sampe tahun jebot ga munculé,negative
"Payah, I topped up my account for 300k through BCA virtual account but the money is in the air","Payah, saya menaikkan rekening saya untuk 300k melalui BCA akun virtual tapi uang itu di udara",negative
"Plis lah app nya diperbaiki, tiap kali mau masuk app muter2 terus. Mau top up juga nggak bisa di app. Maunya praktis tapi ujung2 nya ribet juga.","Plis lah app nya diperbaiki, tiap kaap kala masuk app muter2 terus. Mau top up juga nggak bisa di app. Maunya praktis tapi ujung2 nya riket juga.",positive
"App nya oke banget skrg, udah banyak improve dan fitur2 nya jg ok","App nya oke banget skrg, udah banyak meningkatkan dan fitur2 nya jg ok",positive
"Suasana nyaman , santai, ice shaken double shot mantul, caramel maciato mantul, minta tlg perhatikan ada beberapa gerai AC nya ga dingin , pengennya mau duduk2 krn ga dingin langsung pergi , tq 🙏","Suasana nyaman, Santai, es digoyang double shot mantul, karamel maciato mantul, minta perlg perhatikana beberapa gerai AC nya ga dinin, pennya mau duduk2 krn ga dingin langsung pergi, tq.",negative
"Kenapa aplikasi starbuck saya di daerah Jakarta?
Padahal saya tinggal di Medan.
Pas download pun posisi saya di Medan.
Bisa tolong di infokan ada apa ya?","Kenapa aplicasi starbuck saya di daerah Jakarta?
Palahal saya tinggal di Medan.
Pas download pun posisi saya di Medan.
Bisa tolong di infokan ada apa ya?",negative
"Gabisa di buka aplikasinya nge stuck terus di logo starbucks rewards. Apa udah ga suppport di iphone 8?:/ 
So sad…","Gabisa di buka aplicasisinya nge terjebak terus di logo starbucks pahala. Ada apa ga suppport di iphone 8?:/ 
Sangat menyedihkan...",negative
Kok gabisa login dari dulu ttp muter2 aja pas masukin passcode,Kok gabisa login dari dulu ttp muver2 aja pas mas mas malukin passcode,negative
Tolong banget diperbaiki aplikasinya sering down server dan kalau mau login ulang ribet lagi alhasil jd ga kepake starbucks card nya,Tolong banget diperbaiki aplicikasinya sering down server dan kalau kala login ulang riket lagi alhasil jd ga kepake starbucks card nya,negative
"Loading time buka aplikasi masukkkan PIN bisa 2 menitan, ini super menyebalkan, perbaikilah kalau kita sudah depan kasir trus loading lama kasian orang di belakang, kalau lama begini jauh lebih efisien pake kartu.","Meload time buka aplicasi masukkkan PIN bisa 2 menitan, ini super menyebalkan, perbaikilah kalau kita sudah depan karsir loading lama kasia atauang di belakang, kalau laa start jauh lebih efiien pafien paktu.",positive
"Sehubungan dengan topup starbucks card tidak bisa lagi dengan kartu kredit dan voucher MAP, harusnya distarbucks ad fitur tarik/transfer saldo ke rekening bank. Enak starbucks duit orang byk yang ketahan kerna belum digunakan.","Sehubungan denteran topup starbucks kartu ticak bisa lagi dengan kartu kredit dan voucher MAP, harusnya distarbucks ad fitur tarik/transfer saldo ke rekening bank. Enak starbucks duit orang byk yang ketahan kerna belum digurunakan.",negative
Awful!!! Waited 30 minutes to sign up but still cannot join!! What a waste of time and money!! Thought we could collect some stars but oh well it’s just a mere imaginative stars!!! This app doesn’t work at all!,Mengerikan!! Menunggu 30 menit untuk mendaftar tapi masih tidak bisa bergabung! Buang-buang waktu dan uang! Pikir kita bisa mengumpulkan beberapa bintang tapi oh baik itu hanya sebuah bintang imajinatif belaka!!! Aplikasi ini tidak bekerja sama sekali!,negative
"My refferal code EDWINS-9C7AED
Enjoy your coffee!","Kode refferal saya EDWINS-9C7AED
Nikmati kopimu!",negative
Saya pakai iphone 13 ketika sign up semua sudah benar ada info sekila kode otp salah harusnya info salahnya nggak sekilas,Saya pakai iphone 13 ketika sign up semua sudah benar ada info sekila kode otp sarusnya info salahnya nganak sekilas,negative
Otp untuk join now tidak kunjung ada. Sehari 2 hari nyoba masih ngga ada juga. ini udah seminggu nyoba join now masih sama. Terhalang di otp yang ngga dikirim2. Memuakkan,Otp untuk bergabung sekarang tikk kunjung Ada. Sehari 2 hari nyoba masih ngga ada juga. ini udah seminggu nyoba bergabung sekarang masih sama. Terhalang di otp yang gga dikirim2. Memuakkan,positive
"Topup 150k nggak masuk masuk, 30 menit ga ada update.. please update this!","Topup 150k nggak masuk masuk, 30 menit ga Ada update.. tolong perbarui ini!",negative
use this code while sign up to earn 50% discount on any beverages BELLATHERESIAM-CE5485,gunakan kode ini ketika mendaftar untuk mendapatkan diskon 50% pada minuman apapun BELLTHERESIAM-CE5585,negative
Aplikasinya bikin ribet bukannya mempermudah customer buat registrasi malah bikin susah. Mau registrasi lagi jadi bikin ilfil👎,Aplikasinya bikin riket bukannya impermudah pelanggan buat registrasi malah bikin susah. Mau registrasi lagi jadi bikin ilfil,negative
I’ve just top up my card but no star bonus added,Aku baru saja top up kartu saya tapi tidak ada bonus bintang ditambahkan,positive
Can’t receive the OTP code while registering. Trash app.,Tidak dapat menerima kode OTP saat mendaftar. Aplikasi sampah.,negative
"Sering tiap mau pembayaran ga bisa dengan starbucks card, ujung2nya pakai cash, tidak dapat benefit aplikasi ini, dan deposit tidak bisa dipergunakan. Akal bulus aja","Sering tiap mau pembayaran ga bisa degan starbucks kartu, jung2nya pakai cash, ticak dapat manfaat apasi ini, dan deposit tifak bidak bisa disergunakan. Akal bulus aja",negative
"Aplikasi terlalu paranoid, untuk buka aplikasi harus passcode, untuk bayar passcode lagi, member card disamarkan dgn ••••. Bisakah agar 1 kali passcode saja, entah waktu bayar atau login saja?","Aplikasi terlalu paranoid, untik buka aplicikan harus passcode, passcode langode untuk, anggota kartu discapan dgn ••••. Bisakah agar 1 Kali passcode saja, entah waktu bayar aau login saja?",negative
Dih apa dah. Sign up error mulu. 😪,"Dih apa dah. Daftarkan kesalahan mulu. Jadi, apa yang akan Anda lakukan?",negative
"totally zonk, untuk sign in aja seharian gada otp masuk ke email pdhl uda di resend ampe pegel,percuma beli starbucks card tp gabisa dipake apps nya .","benar-benar zonk, untuk sign dalam aja seharian gatp masuk ke email pdhl uda di resend ampe pegel,percuma beli starbucks kartu tp gabisa digake apps nya.",negative
"Lancar banget tuh pake iPhone terbaru, ngga ada kendala sama sekali, transaksi selalu uptodate, ngumpulin reward gampang, Love banget 😍","Lancar banget tuh pake iPhone terbaru, ngga kendala sama sekali, transaksi selalu uptodate, ngumpulin reward gampang, Love banget",positive
