review_description,translated_text
"Aplikasi sangat tidak responsive. Sering log-out sendiri tp saat login lagi tidak masuk-masuk padahal akun sudah benar

Loading screen pun suka lama bahkan aplikasi freeze sendiri","Aplikasi sangat tidak responsif. Log-keluarSering sendiri tp saat login lagi tadak masuk-Makuk palahal akun sudah benar

Memuat layar pun suka lama bahkan aplicikan freeze sentiri"
Can’t close the keyboard after putting in personal details! Makes it hard to update some information,Tidak dapat menutup keyboard setelah menempatkan dalam rincian pribadi! Membuatnya sulit untuk memperbarui beberapa informasi
"Saya mau akifkan starbucks card, gagal sign in terus, mending nggak usah pakai aplikasi nyusahin bener.","Saya mau acifkan kartu bintang bucks, tanda gagal di terus, mending nggak usah pakai aplicikasi nyusahin bener."
Aneh bgt udah daftar dengan email dan password yg baru dibuat trs pas login gabisa masuk krn email atau passwordnya salah. Apps gajelas mending appsnya fore,Aneh bgt udah gilaar dengan email dan password yg baru dibuat trs pas login gabisa masuk krn email atau passwordnya salam. Apps gajelas mending appsnya fore
"Berkali kali dicoba gabisa update nomor telepon , dipencet gamau . Mau topup dari hp jadi gabisa","Berkali Kali dicoba gabisa mengupdate telepon nomor, dipencet gamau. Mau topup dari hp jadi gabisa"
Sdh top up tapi saldo gak masuk,Sdh up tapi saldo gak masuk
Gabisa masuk login,Gabisa masuk login
"Aplikasinya nggak jelas, sdh daftar email sesuai di tnggu emailnya nggak ada masuk smpe 1 hari 1 malam!!!","Aplikasinya nggak jelas, sdh maditar email sesuai di tnggu emailnya nggak aha masuk smpe 1 hari 1 malam!!!!"
untuk dapat bonus reward gunakan kode referral berikut RISKAW-CE4FB8-E66E9D,untuk dapat bonus hadiah gunkan kode referal berikut RISKAW-CE4FB8-E66E9D
"Tiba tiba keluar dari akun, pas coba masuk lagi gabisa. Jelek bgt developer nya ini gimana","Tiba tiba keluar dari akun, pas coba masuk lagi gabisa. Pengembang Jelek bgt nya ini gimana"
Kode 6B7B9D,Kode 6B7B9D
pw udh bnr kok gabisa masuk sih?,pw udh bnr kok gabis masuk sih?
BASOM-E637C2-A8C3F9 Get u’re 25.K promo,BASOM-E637C2-A8C3F9 Dapatkan uãre 25.K promo
Kode referral : TASSYAADELIAP-74AD7F,Kode referral: ASSYAADELIAP-74AD7F
nice app👍🏼,app yang bagus
Good applications👍🏻,Aplikasi yang bagus.
Tidak dapat mendaftar,Tidak dapat mendaftar
"Pakai kode referral saat daftar (sign up) : INDIRAM-E99FE3 ﻿ 
 -Dapat reward diskon 25k min order 50K 
 -Dapat reward minuman tall 10k setelah top up

E-code : PURPLEDYNAMITE 
-reward BOGO tall/grande","Pakai kode referral saat madkar (sign up) : INDIRAM-E99FE3 
 -Dapat reward diskon 25k mnt order 50K 
 -Dapat hadiah minuman tinggi 10k setelah atas

E-code : PURPLEDYNAMITE 
-Kembalikan BOGO tinggi/ cucu"
"If I redeem for free beverage reward on apps, it will be deducted from barista salary? your barista is not friendly when I ask for my free beverage.","Jika aku menebus hadiah minuman gratis pada aplikasi, itu akan dikurangi dari gaji barista? barista Anda tidak ramah ketika saya meminta minuman gratis saya."
Store locator tidak update,Simpan pemutakhiran tidak locator
Email udh bner password udh bner tapi aplikasi nya gak respon… coba forgot password kirim ke email juga gak respon aplikasi nya… udah sengaja bikin email baru biar bs punya starbucks id huhuhu… aq harus gmn lagi…,Email udh bner password udh bner tapie aplicikansi nya gak respon... coba lupa password kirim ke email jubuga gak respon nya... udah sengaja bikin email baru biar bisya starbucks id ya... aq harus gmngi...
Hadeuhhh ini gmna sihhh,Hadeuhhh ini gmna sihhh
"Registered, waiting otp for eternity, uninstall the apps. Next time maybe pour some money into the R&D of this apps, so that maybe its not so broken like in it’s current state. For the love of God, can’t even get an otp code is the biggest joke I’ve seen within an apps. Fix your broken apps ffs.","Terdaftar, menunggu otp untuk selamanya, uninstall aplikasi. Lain kali mungkin menuangkan uang ke dalam R&D aplikasi ini, sehingga mungkin tidak begitu rusak seperti dalam keadaan saat ini. Demi Tuhan, bahkan tidak bisa mendapatkan kode otp adalah lelucon terbesar yang pernah saya lihat dalam aplikasi. Perbaiki aplikasi rusak Anda ffs."
"Sudah isi semua data, pas mau CLICK SIGN UP Warna abu, capek deh gajelas apk nya","Sudah isi semua data, pas mau click SIGN UP Warna abu, capek deh gajelas apk nya"
"Masih ada saldo di dalamnya, karna lupa password trus ganti dan masuk lg udah gak bisa 😭","Masih Ada saldo di dalamnya, karna lupa password trunts ganti dan masuk lg udah gak bisa"
Fck!,Fck!
"Punya dua kartu starbucks, 1 default card 1 tidak. Mau pakai yang tidak default card gak bisa karena harus dibuat default card dulu lewat aplikasi. Pas mau dibuat default card lewat aplikasi malah sign out sendiri, aneh","Pinya dua kartu starbucks, 1 kartu default 1 tikak. Mau pakai yang ticak kartu default gak bisa karena harus dibuat default card dulu lewat aplicasi. Pas meu dibuat default card lewat aplicikan malah sign out sensiri, aneh"
Ayo gunakan kode referal : VINAR-CA1F5B-8D7910 agar kamu mendapatkan reward potongan harga saat membeli minuman,Ayo gunkan kode referal: VINAR-CA1F5B8D7910agarkamubaikkanhadiahi potongan harga saatmembeli minuman
"Kalo masih aplikasi beta jangan di rilis dulu dong, otp di email ga masuk masuk udah setengah jam","Kalih amplitasi beta jangan di rislas dulu dong, otp di email ga masuk masal udah seteengah jam"
Gak ada email masuk,Masak email Gak ada
Cabang di makassar tdk masuk di aplikasi,Capang di macassar tdk masuk di aplicasi
Tolong lah diupdate lagi. Setiap hari kamis pas tumbler day selalu gabisa buka due to high demand. Hadeh,Tolong lah menupdate lagi. Setiap hari kamis pas tumbler hari selalu gabisa buka karena permintaan yang tinggi. Hadeh
gabisa redeem reward. disuruh coba logout dulu malah gabisa login😀 coba login sama redeem di browser aman aja loh padahal. sampe coba uninstall-install pun tetep ga berfungsi. kenapa ya DARI DULU masalah app sbux tuh susah login?? i can say dari 2017 apa ya? ini udah 2023 kenapa masalahnya masih itu itu aja? yok bisa yok semangat developer,gabisa redeward. Disuruh coba logout dulu mala gabisa login 1932 coba login sama menebus di browser aman aja luh palahal. Sampe coba uninstall-instal pun tetep ga berfungsi. Kenapa ya DARI DULU masalaah app sbux tuh susah login? Saya dapat mengatakan dari 2017 apa ya? ini udah 2023 kenopa maslahnya masih itu itu aja? yok bisa yok semangat developer
"C’mon Starbuck,, get face id security to login the app.","Cémon Starbuck, minta keamanan wajah untuk masuk ke aplikasi."
kok gak pernah bisa bikin akun yaa padahal aku udah masukin nomor telefon dan gak bisa masuk kode otp,kok gak pernah bisa bikin aku yaa palahal aku udah malun nomor telefon dan gak bisa masuk kode otp
Gabisa redeem reward,Gabisa memberikan hadiah
Udah sign in berkali kali,Udah sign in berkali berkali
bener udah coba sign up bbrpa kali eh s otp gaada terus aneh banget ini apk,bener udah coba sign up bbrpa kali eh s otp gaada terus aneh banget ini apk
"Error, ga cepat tanggap. Nunggu kode utk konfirmasi di email ga dikirim2. Gaperlu pakai aplikasi, pakai kartu aja mendingan","Error, ga cepat tanggap. Nunggu kode utk konfirmasi di email ga dikirim2. Gaperlu pakai aplicikan, pakai kartu ajadingan"
"Gak fair banget, sbucks memaksa kita untuk langganan newletter marketing by email. Saya gak mau centang, tapi gak bisa sign up. Terpaksa saya harus centang. Ehh sudah isi data ini itu tapi sign up tidak bisa terus.
Selalu signing up in xx:xx terus aja sampai lebaran monyet. Dari hitungan detik gagal terus, sekarang malah signing up in 13 min, kan ngeselin banget. Malah saya sudah topup sbuck card nya. Saya merasa ditipu nih sudah topup ternyata tidak bisa sign up di apps, padahal syarat aktifasi sbuck card harus lewat apps. Konyol…. Masa sbucks mau dituntut cuman gara2 uang ratusan ribu doang!!","Gak adil banget, sbucks memaksa kita untuk langganan newletter marketing by email. Saya gak mau centung, tapi gak bisa sign up. Terpaksa saya harus sentang. Ehh sudah isi data ini itu tati sign up tidak bisa terus.
Selalu mendaftar di xx:xx terus aja sampai lebaran monyet. Dari hitungan detik gagal terus, sekarang malah mendaftar dalam 13 menit, kan ngeselin banget. Malah saya sudah topup sbuck card nya. Saya merasa ditipu nih sudah topup terkahta tidak bisa sign up di apps, falahal syarat aktifasi sbuck kartu harus lewat apps. Konyol... Masa sbucks mau dituntut cuman gara2 uang ratasan riku doang!!"
di update bukannya bagus malah tambah jelek,Di perbarui bukannya bagous mahah tubah jelek
"password email senua udh bnr tapi gbisa login, payah :(","password email senua udh bnr tati gbisa login, payah : 1936"
Mau daftar tp ga bisa2 sdh di sign up tapi ga bisa 🤔,Mau madkhatar tp ga bisa2 sdh di sign up Tapi ga bisa.
aplikasinya harus di perbaikin lagi:),Aplicasisinya harus di perbaikin lagi:)
Aplikasi terbodoh yg pernah aku pake di IOS ya ini 🤬🤬🤬🤬🤬,Aplikasi terbodoh yg pernah aku pake di IOS ya ini
Sering banget error gak bisa dipake dan cenderung loading lama. Gak well prepare buat apps ini utk level brand gede.,Sering banget error gak bisasa dipake dan cenderung loading lama. Gak juga mempersiapkan aplikasi buat di tingkat utk gede.
loading lamaaaa bgtttttt,memuat lamaaaa bgtttt
"Sama kayak review yg lain, passw udah bener tp ga bs login2. Ga ada juga pemberitahuan lewat email. Padahal no hp kita udah terdaftar di app. Bodoamat ahhhhhh ga usah bikin app klo ga niat. Bintang 1 juga ga pantes bahahahha","Sama kayak review yg lain, passw udah bener tp ga bs login2. Ga ada juma pemmitahuan lewat email. Palahal no hp kita udah terdaftar di app. Bodoamat ahhhhhh ga usah bikin app klo ga niat. Bintang 1 juga ga pantes bahahha"
Unable to redeem stars,Tidak dapat menebus bintang
"Tolong aplikasinya diperbaiki. Banyak yang mengeluh Sign In gagal. Saya juga gagal Sign In, padahal email dan password sudah benar","Tolong aplikasinya diperbaiki. Banyak yang mengeluh tanda tangan di gagal. Saya juga gagal Sign In, palahal email dan password sudah benar"
Better ttp pakai kartu,Lebih baik ttp pakai kartu
"What a useless app! This app make things become complicated, wasting time..","Apa aplikasi berguna! Aplikasi ini membuat hal-hal menjadi rumit, membuang-buang waktu.."
"Tidak bisa log in, sudah berkali lali log in tetep cuma loading abis itu udah. Gak ada pemberitahuan apakah passwordnya salah atau gimana. Forgot password juga cuma loading doang tapi gak kekirim emailnya. Padahal sudah dipastikan emailnya benar. Membingungkan sekali","Tidak bisa log in, sudah berkali lali log dalam tetep cuma loading abis itu udah. Gak ada pemmitahuan apakah password nya salam aau gimana. Lupa password juma cuma loading doang Tapi gak kekirim emailnya. Palahal sudah dipastican emailnya benar. Membingungkan sekali"
"ini udah bener email sama pass tapi ga bisa masuk, abis loading ga ada apa apa. lupa password tapi ga ada email masuk, gitu terus kau ya mana masih ada saldo jadi susah mau pake nih app. HERAN","ini udah bener email sama pass Tapi ga bisa masuk, abis loading ga ada apa apa. password lupa tapia ga ada email masuk, gitu terus kau ya mana ya masih ada saldo jadi susah mau pake nih app. HERAN"
Pakai kode referral ANNISAM-3522C1 biar kalian dpt promo,Pakai kode referral ANNISAM-3522C1 biar kalian dpt promo
Gunakan saat daftar (sign-up) untuk dapat promo,Gunkan saat madfular (sign-up) untuk dapat promo
"can't login on my iphone 14 pro max, i've waited so long for the code but nothing appears","tidak dapat login pada iphone 14 pro max, saya telah menunggu begitu lama untuk kode tetapi tidak ada yang muncul"
"Ini mau sign in tapi disuruh verif kode via email, lah kodenya aja kaga masuk2 di email gmn mau verif. Ga bisa sign in sign in ini mah","Ini mau sign in Tapi disuruh verif kode via email, lah kodenya aja kaka masuk2 di email gmn mau verif. Ga bisa sign in ni mah"
"I cant even sign up, it keeps loading forever. Such a waste of time.

Please fix this. Thanks","Aku bahkan tidak bisa mendaftar, itu terus memuat selamanya. Buang-buang waktu saja.

Tolong perbaiki ini. Terima kasih"
Ribet pemakaian gx user friendly,Ribet pemakaian gx pengguna ramah
"Sejak ada pembaruan , malah tidak bisa login samasekali  , pdhl udh hampir 2bln tp belum diperbaiki juga , parah aplikasi tidak berfungsi","Sejak ada pebaruan, malah tidak bisa login samasekali, pdhl udh hampir 2bln dp belum diperbaiki juga, parah aplaksi tidak berfungsi"
"Loadingnya lama bangeeeet, sering banget error
Add kartu baru susah bgt, gak bisa bisa","Memuatnya lama bangeeeeet, sering banget error
Tambahkan kartu baru susah bgt, gak bisa bisa"
Ga bisa login,Ga bisa login
Gila ini tim develop nya sampah bgt njir.. Kagak bisa kerja,Gila ini tim develop nya sampah bgt njir..
Di app yang versi baru malah ga bisa lihat list of rewards yang kita dapat. Lebih suka yang versi lama,Di app yang versi baru malah ga bisa lihat daftar hadiah yang kita dapat. Lebih suka yang versi lama
"Tidak bisa add card lain selalu error, saat input card number dan pin tidak dapat terproses, padahal kartu yg sekarang memang sudah tidak dapat digunakan","Tidak bisa add card lain selalu error, saat input card number dan pin tic dapat dapat terproses, palahal kartu yg sekarang memang sudah dapat digna"
"cant login, system not responding","cant login, sistem tidak merespon"
Pas klik sign in layar langsung berwarna putih dan aplikasi nge hang,Pas klik tanda dalam latar langsung berwarna putih dan aplicasi nge menggantung
"Untuk apa mengganti sistem reward dengan star point, kalau tidak bisa di-redeem? Bahkan untuk login ulang susah sekali","Untuk apa mengganti sistem reward dengan star point, kalau tidak bisa di-redeem? Bahkan untuk login ulang susah sekali"
gaada otp email,surel gaada otp
Kode otp ngga muncul muncul,Kode otp ngga muncul muncul
Padahal email sama pass udh bener kalau buka di web (laptop) bisa tapi mau login disini malah gabisa terus. Tolong dong ini mau login susah banget perbaiki laah,Palahal email sama lulus udh bener kalau buka di web (laptop) bisa tapai mau login disini mala gabisa terus. Tolong dong ini mau login susah banget perbaiki laah
"Baru ngedonwload via Apple store. 
Semua udah sesuai. Dan Sign up!
Giliran sign in kok malah email dan password dibilang invalid","Baru ngedonwload via toko Apple. 
Semua udah sesuai. Dan mendaftar!
Tanda Giliran dalam kok malah email dan password dibilang tidak valid"
"Disarankan oleh aplikasi utk top up melalui Virtual Account BCA supaya mendapat ekstra star (minimal 300.000).
Sudah melakukan top up, saldo tidak masuk.
Sudah di depan kasir, telpon ke customer care, diminta pembayaran dengan cara bayar lain. Minta refund harus menunggu 14 hari kerja.
Lama sekali?????","Akun Virtual BCA supaya mendapat ekstra star (minimal 300, 000).
Sudah melakukan bagian atas, saldo tadak masak.
Sudah di depan kasir, telpon ke customer care, diminta pembayaran dengan cara bayar Iain. Minta kembalikan harus menunggu 14 hari kerja.
Lama sekali?????"
access reward store is denied mulu kenapa dah,akses reward store ditolak mulu kenopa dah
Tidak bisa redeem reward padahal starsnya cukup :(,Tidak bisa rede reward Palahal starsnya cukup:
Gk bs tekan tombol update di bagian update profile! IT team nya hrs dirombak total! Memalukan sekali cos basic functions aja gk bs dipastikan work smoothly,Gk bs tekan tombol perbarui di profil update bagian! Tim IT nya hrs dirombak total! Memalukan sekali cos fungsi dasar aja gk bs dipastican bekerja lancar
